PT_NAME_FR,SOC_NAME_FR,id_effet_secondaire
Test Stenotrophomonas positif,Investigations,10058
Douleur du col uterin,Affections des organes de reproduction et du sein,10059
Atrophie osseuse,Affections musculosquelettiques et du tissu conjonctif,10060
Defaillance de la fermeture securite-enfants,Problemes de produit,10061
Fluctuance,Affections musculosquelettiques et du tissu conjonctif,10062
Exerese de kyste vaginal,Actes medicaux et chirurgicaux,10063
Aptitude a  l'utilisation de machine alteree,Caracteristiques socio-environnementales,10064
Rupture du rein,"Lesions, intoxications et complications d'interventions",10065
Cancer de la thyroide recidivant,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10066
Decollement de lâepithelium pigmentaire retinien maculaire,Affections oculaires,10067
Inflammation des tissus mous,Troubles generaux et anomalies au site d'administration,10068
Oligoarthrite,Affections musculosquelettiques et du tissu conjonctif,10069
Syndrome de l'artere mesenterique superieure,Affections gastro-intestinales,10070
Exerese de glande sudoripare,Actes medicaux et chirurgicaux,10071
Operation perineale,Actes medicaux et chirurgicaux,10072
Maladie chronique,Troubles generaux et anomalies au site d'administration,10073
Lymphome B stade III,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10074
Rosacee erythematotelangiectasique,Affections de la peau et du tissu sous-cutane,10075
Rosacee papulopustuleuse,Affections de la peau et du tissu sous-cutane,10076
Activite sexuelle augmentee,Caracteristiques socio-environnementales,10077
Test a  la tuberculine negatif,Investigations,10078
Dysesthesie au site dâinjection,Troubles generaux et anomalies au site d'administration,10079
Amassage compulsif,Affections psychiatriques,10080
Allergie aux tissus synthetiques,Affections du systeme immunitaire,10081
Hyperactivite des glandes sebacees,Affections de la peau et du tissu sous-cutane,10082
Refus d'examen,Caracteristiques socio-environnementales,10083
Clairance de medicament augmentee,Investigations,10084
Expectoration diminuee,"Affections respiratoires, thoraciques et mediastinales",10085
Probleme d'utilisation intentionnelle de dispositif,"Lesions, intoxications et complications d'interventions",10086
Bradycardie foetale,Affections cardiaques,10087
Alteration de la couleur du cristallin,Affections oculaires,10088
Dysplasie fibreuse de la ma¢choire,"Affections congenitales, familiales et genetiques",10089
Poids,Investigations,10090
Utilisateur de dispositif vasculaire,Caracteristiques socio-environnementales,10091
Syndrome de la taªte qui explose,Affections psychiatriques,10092
Hernie du poumon,"Affections respiratoires, thoraciques et mediastinales",10093
Cellules blastiques,Investigations,10094
arosion au site d'injection,Troubles generaux et anomalies au site d'administration,10095
Modifications des cils,Affections oculaires,10096
Radicotomie,Actes medicaux et chirurgicaux,10097
Corps etranger dans l'appareil respiratoire,"Lesions, intoxications et complications d'interventions",10098
Intoxication par un gaz,"Lesions, intoxications et complications d'interventions",10099
Syndrome de lâintestin narcotique,Affections gastro-intestinales,10100
Paroi gastro-intestinale anormale,Affections gastro-intestinales,10101
Victime d'un crime,Caracteristiques socio-environnementales,10102
Transmission du virus de l'immunodeficience humaine,Infections et infestations,10103
Cancer de lâovaire stade IV,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10104
Dysfonctionnement de l'endothelium vasculaire,Affections vasculaires,10105
Signes ECG d'infarctus du myocarde,Investigations,10106
Calcification thyroidienne,Affections endocriniennes,10107
Cryptite,Affections gastro-intestinales,10108
Pneumopericarde,Affections cardiaques,10109
Pericardite purulente,Infections et infestations,10110
Keratite bacterienne,Infections et infestations,10111
Complications liees a  une transplantation cardiaque,"Lesions, intoxications et complications d'interventions",10112
Hepatoblastome,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10113
Syndrome de Kabuki,"Affections congenitales, familiales et genetiques",10114
Dyskinesie biliaire,Affections hepatobiliaires,10115
Melanome malin cutane stade IV,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10116
Rhabdomyosarcome alveolaire,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10117
Cecite traumatique,"Lesions, intoxications et complications d'interventions",10118
alongation de l'aorte,Affections vasculaires,10119
Nephropathie obstructive,Affections du rein et des voies urinaires,10120
Rash septique,Infections et infestations,10121
acoulement cutane,Affections de la peau et du tissu sous-cutane,10122
Signe de Homans negatif,Investigations,10123
Inflammation des voies lacrymales,Affections oculaires,10124
Remplacement de la rotule,Actes medicaux et chirurgicaux,10125
Trouble lie a  l'utilisation de substance illicite,Affections psychiatriques,10126
Endocardite streptococcique,Infections et infestations,10127
Dependence au dispositif,Caracteristiques socio-environnementales,10128
Deficience en vitamine A,Troubles du metabolisme et de la nutrition,10129
Lupus erythemateux neonatal,"Affections congenitales, familiales et genetiques",10130
pH sanguin,Investigations,10131
Chirurgie oropharyngee,Actes medicaux et chirurgicaux,10132
Urticaire pigmentaire,Affections de la peau et du tissu sous-cutane,10133
Exposition a  un dispositif contamine,"Lesions, intoxications et complications d'interventions",10134
Lymphome a  cellules T cutane stade I,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10135
Perforation aortique,Affections vasculaires,10136
Leiomyosarcome de l'uterus,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10137
Lepre,Infections et infestations,10138
Bacteriemie a  Citrobacter,Infections et infestations,10139
Test SARS-CoV-2 faux positif,Investigations,10140
Hepatocholangiocarcinome,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10141
Kyste de la paroi abdominale,Affections gastro-intestinales,10142
Glaucome malin,Affections oculaires,10143
Deficience de la phase luteale,Affections endocriniennes,10144
Hypertrophie de la paroi veineuse,Affections vasculaires,10145
arosion pharyngee,"Affections respiratoires, thoraciques et mediastinales",10146
Atresie intestinale,"Affections congenitales, familiales et genetiques",10147
Inhibition d'infection respiratoire de la mucoviscidose,Actes medicaux et chirurgicaux,10148
Obstruction lymphatique,Affections hematologiques et du systeme lymphatique,10149
Exposition par contact direct,"Lesions, intoxications et complications d'interventions",10150
Hypertrophie de la muqueuse gastrique,Affections gastro-intestinales,10151
Test Schistosoma positif,Investigations,10152
Tumeur retro-orbitaire,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10153
Lymphome B stade IV,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10154
Hypertension postoperatoire,"Lesions, intoxications et complications d'interventions",10155
Traitement par micro-ondes,Actes medicaux et chirurgicaux,10156
Vascularite renale,Affections du rein et des voies urinaires,10157
Usage de dispositif expire,"Lesions, intoxications et complications d'interventions",10158
Trouble du metabolisme des mineraux,Troubles du metabolisme et de la nutrition,10159
Jea»ne,Caracteristiques socio-environnementales,10160
Migraine basilaire,Affections du systeme nerveux,10161
Dystrophie oculopharyngee,"Affections congenitales, familiales et genetiques",10162
Exerese d'une lesion rectale,Actes medicaux et chirurgicaux,10163
Infection pleurale bacterienne,Infections et infestations,10164
Syndrome cholinergique,Affections du systeme nerveux,10165
Progesterone augmentee,Investigations,10166
Dysfonctionnement sexuel chez la femme,Affections des organes de reproduction et du sein,10167
Hyperesthesie au site d'incision,"Lesions, intoxications et complications d'interventions",10168
Biopsie ganglionnaire anormale,Investigations,10169
Cancer du larynx metastatique,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10170
Arc corneen,Affections oculaires,10171
Lombalisation,"Affections congenitales, familiales et genetiques",10172
Osteomyelite virale,Infections et infestations,10173
Numeration des globules rouges,Investigations,10174
Wandering pacemaker,Affections cardiaques,10175
achec de prise de greffe,"Lesions, intoxications et complications d'interventions",10176
Hypogonadisme secondaire,Affections endocriniennes,10177
Operation genito-urinaire,Actes medicaux et chirurgicaux,10178
Cancer ovarien epithelial,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10179
Activite steroide augmentee,Investigations,10180
Kyste hepatique hemorragique,Affections hepatobiliaires,10181
Sarcome synovial,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10182
Macrophages diminues,Investigations,10183
Facteur de necrose tumorale alpha diminue,Investigations,10184
Complication postoperatoire apres intervention thoracique,"Lesions, intoxications et complications d'interventions",10185
Subluxation atlantoaxoidienne,Affections musculosquelettiques et du tissu conjonctif,10186
Convulsions declenchees par la migraine,Affections du systeme nerveux,10187
Atrophie de la vessie,Affections du rein et des voies urinaires,10188
Accumulation de liquide dans une bourse sereuse,Affections musculosquelettiques et du tissu conjonctif,10189
Inflammation au site d'instillation,Troubles generaux et anomalies au site d'administration,10190
Vitamine C diminuee,Investigations,10191
Hypertrophie auriculaire,Affections cardiaques,10192
Manque d'assurance,Affections psychiatriques,10193
Anevrisme de la veine splenique,Affections gastro-intestinales,10194
Pourcentage de granulocytes immatures augmente,Investigations,10195
Fracture du penis,"Lesions, intoxications et complications d'interventions",10196
Cancer urethral metastatique,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10197
Ponction veineuse,Actes medicaux et chirurgicaux,10198
Bra»lure chimique de l'appareil respiratoire,"Lesions, intoxications et complications d'interventions",10199
Taciturnite,Affections psychiatriques,10200
Osteomyelite aigue,Infections et infestations,10201
Atrophie corticale posterieure,Affections du systeme nerveux,10202
Catheterisme cardiaque normal,Investigations,10203
Infection buccale virale,Infections et infestations,10204
Neovascularisation de l'iris,Affections oculaires,10205
Incapacite a  aller a  quatre pattes,Affections du systeme nerveux,10206
Pigmentation labiale,Affections gastro-intestinales,10207
Scintigraphie au gallium,Investigations,10208
Retinite pigmentaire,"Affections congenitales, familiales et genetiques",10209
Exploration fonctionnelle pulmonaire,Investigations,10210
Trouble du rythme nodal,Affections cardiaques,10211
Tuberculose peritoneale,Infections et infestations,10212
Porteur d'hepatite virale,Infections et infestations,10213
Hernie abdominale incarceree,Affections gastro-intestinales,10214
Grippe H3N2,Infections et infestations,10215
Tumeur laryngee benigne,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",10216
Antigene prostatique specifique libre diminue,Investigations,10217
Atrophie de l'ovaire,Affections des organes de reproduction et du sein,10218
Neuropathie auto-immune,Affections du systeme nerveux,10219
Atteinte renale traumatique,"Lesions, intoxications et complications d'interventions",10220
Infection d'hydrocele chez l'homme,Infections et infestations,10221
Pression en fin de diastole ventriculaire gauche augmentee,Investigations,10222
Thrombose de greffe vasculaire,"Lesions, intoxications et complications d'interventions",10223
Paralysie du nerf pathetique (IVeme),Affections du systeme nerveux,10224
Panbronchiolite diffuse,"Affections respiratoires, thoraciques et mediastinales",10225
Hyperemie des muqueuses,Troubles generaux et anomalies au site d'administration,10226
Syndrome du penis enfoui,"Affections congenitales, familiales et genetiques",10227
Phenomene de l'aube,Troubles du metabolisme et de la nutrition,10228
